UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW,XCSGUUGU,CSGUUGUN,XCSGUUGA,CSGUUGAG,XCSGUUGT,CSGUUGTT,XCSGUGUN,CSGUGUN,XCSGUGAG,CSGUGAG,XCSGUGTT,CSGUGTOT,XCSGUTTUN,CSGUTOTUN,XCSGUTTAG,CSGUTOTAG,XCSGUTOT,CSGUTOT,XCSGUKN,CSGUKN
100654,R,830,R,277,R,553,R,3,R,2,R,1,R,2,R,0,R,2,R,686,R,231,R,455,R,7,R,3,R,4,R,0,R,0,R,0,R,31,R,12,R,19,R,6,R,2,R,4,R,69,R,13,R,56,R,26,R,14,R,12,R,1.0,A,,R,1.0,R,0.0,A,,R,0.0,R,1,A,,R,1.0,R,829.0
100663,R,6362,R,2329,R,4033,R,9,R,1,R,8,R,430,R,166,R,264,R,1084,R,286,R,798,R,269,R,99,R,170,R,1,R,0,R,1,R,3337,R,1159,R,2178,R,226,R,78,R,148,R,294,R,110,R,184,R,712,R,430,R,282,R,16.0,A,,R,16.0,R,16.0,A,,R,16.0,R,32,A,,R,32.0,R,6330.0
100690,R,190,R,83,R,107,R,2,R,1,R,1,R,1,Z,0,R,1,R,113,R,33,R,80,R,6,R,3,R,3,R,1,R,1,Z,0,R,60,R,41,R,19,Z,0,Z,0,Z,0,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,190.0
100706,R,2138,R,1163,R,975,R,21,R,9,R,12,R,87,R,40,R,47,R,182,R,64,R,118,R,104,R,58,R,46,R,4,R,2,R,2,R,1446,R,823,R,623,R,72,R,31,R,41,R,71,R,37,R,34,R,151,R,99,R,52,R,0.0,S,,S,,R,0.0,S,,S,,R,0,S,,S,,S,
100724,R,663,R,200,R,463,R,1,R,0,R,1,R,2,R,1,R,1,R,577,R,168,R,409,R,6,R,2,R,4,R,2,R,2,R,0,R,41,R,12,R,29,R,10,R,2,R,8,R,5,R,1,R,4,R,19,R,12,R,7,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,663.0
100751,R,8894,R,3522,R,5372,R,20,R,4,R,16,R,152,R,63,R,89,R,882,R,246,R,636,R,424,R,167,R,257,R,9,R,3,R,6,R,6831,R,2763,R,4068,R,244,R,75,R,169,R,66,R,30,R,36,R,266,R,171,R,95,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,8894.0
100760,R,321,R,100,R,221,R,0,R,0,R,0,R,2,R,1,R,1,R,69,R,11,R,58,R,7,R,1,R,6,R,0,R,0,R,0,R,231,R,84,R,147,R,8,R,2,R,6,R,1,R,0,R,1,R,3,R,1,R,2,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,321.0
100812,R,886,R,250,R,636,R,20,R,9,R,11,R,8,R,4,R,4,R,114,R,31,R,83,R,44,R,11,R,33,R,1,Z,0,R,1,R,661,R,187,R,474,R,26,R,5,R,21,R,9,R,2,R,7,R,3,R,1,R,2,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,886.0
100830,R,1346,R,603,R,743,R,0,R,0,R,0,R,27,R,10,R,17,R,371,R,81,R,290,R,11,R,2,R,9,R,1,R,0,R,1,R,439,R,163,R,276,R,24,R,6,R,18,R,21,R,7,R,14,R,452,R,334,R,118,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,1346.0
100858,R,7940,R,3845,R,4095,R,16,R,10,R,6,R,207,R,106,R,101,R,364,R,143,R,221,R,319,R,161,R,158,R,6,R,4,R,2,R,6259,R,2975,R,3284,R,210,R,99,R,111,R,21,R,13,R,8,R,538,R,334,R,204,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,7940.0
101028,R,308,R,97,R,211,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,140,R,31,R,109,R,4,R,2,R,2,R,1,Z,0,R,1,R,135,R,58,R,77,R,23,R,6,R,17,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,308.0
101116,R,77,R,14,R,63,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,49,R,7,R,42,R,1,Z,0,R,1,R,1,Z,0,R,1,R,22,R,6,R,16,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,1,R,1,Z,0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,77.0
101143,R,488,R,286,R,202,R,2,R,1,R,1,R,8,R,4,R,4,R,77,R,35,R,42,R,31,R,20,R,11,R,1,R,1,R,0,R,332,R,202,R,130,R,26,R,17,R,9,R,9,R,6,R,3,R,2,R,0,R,2,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,488.0
101161,R,1349,R,539,R,810,R,21,R,6,R,15,R,11,R,8,R,3,R,273,R,93,R,180,R,58,R,27,R,31,R,1,R,0,R,1,R,920,R,384,R,536,R,55,R,18,R,37,R,7,R,1,R,6,R,3,R,2,R,1,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1349.0
101189,R,875,R,352,R,523,R,7,R,3,R,4,R,13,R,9,R,4,R,275,R,73,R,202,R,40,R,21,R,19,R,0,R,0,R,0,R,487,R,221,R,266,R,23,R,8,R,15,R,18,R,8,R,10,R,12,R,9,R,3,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,875.0
101240,R,1006,R,402,R,604,R,6,R,1,R,5,R,8,R,4,R,4,R,131,R,41,R,90,R,77,R,37,R,40,R,0,R,0,R,0,R,723,R,294,R,429,R,37,R,14,R,23,R,12,R,6,R,6,R,12,R,5,R,7,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1006.0
101277,R,37,Z,0,R,37,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,7,Z,0,R,7,Z,0,Z,0,Z,0,R,29,Z,0,R,29,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,37.0
101286,R,842,R,275,R,567,R,1,Z,0,R,1,R,12,R,4,R,8,R,244,R,43,R,201,R,17,R,6,R,11,R,2,Z,0,R,2,R,495,R,204,R,291,R,61,R,17,R,44,R,10,R,1,R,9,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,842.0
101295,R,1779,R,682,R,1097,R,11,R,3,R,8,R,9,R,7,R,2,R,135,R,29,R,106,R,138,R,63,R,75,R,1,R,1,R,0,R,1431,R,562,R,869,R,49,R,15,R,34,R,0,R,0,R,0,R,5,R,2,R,3,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1779.0
101301,R,279,R,112,R,167,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,227,R,83,R,144,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,40,R,22,R,18,R,5,R,3,R,2,R,1,R,1,R,0,R,2,R,2,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,279.0
101365,R,195,R,47,R,148,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,110,R,18,R,92,R,7,R,1,R,6,Z,0,Z,0,Z,0,R,67,R,27,R,40,R,5,R,1,R,4,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,0.0,S,,S,,R,0.0,S,,S,,R,0,S,,S,,S,
101435,R,166,R,84,R,82,R,3,R,1,R,2,R,0,R,0,R,0,R,13,R,8,R,5,R,13,R,9,R,4,R,1,R,0,R,1,R,127,R,62,R,65,R,5,R,2,R,3,R,4,R,2,R,2,R,0,R,0,R,0,R,0.0,R,0.0,R,0.0,Z,0.0,R,0.0,R,0.0,R,0,R,0.0,R,0.0,R,166.0
101453,R,28,R,25,R,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,5,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,22,R,19,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,28.0
101462,R,234,R,66,R,168,R,2,R,0,R,2,R,0,R,0,R,0,R,151,R,25,R,126,R,13,R,3,R,10,R,1,R,0,R,1,R,55,R,34,R,21,R,10,R,3,R,7,R,1,R,1,R,0,R,1,R,0,R,1,R,1.0,A,,R,1.0,A,,A,,A,,R,1,A,,R,1.0,R,233.0
101471,R,1148,R,1011,R,137,R,5,R,5,R,0,R,3,R,3,R,0,R,603,R,565,R,38,R,22,R,21,R,1,R,2,R,2,R,0,R,498,R,401,R,97,R,2,R,2,R,0,R,0,R,0,R,0,R,13,R,12,R,1,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1148.0
101480,R,1916,R,655,R,1261,R,6,R,2,R,4,R,14,R,3,R,11,R,371,R,117,R,254,R,70,R,25,R,45,R,3,R,1,R,2,R,1268,R,437,R,831,R,63,R,15,R,48,R,82,R,31,R,51,R,39,R,24,R,15,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,1916.0
101505,R,1031,R,348,R,683,R,6,R,2,R,4,R,21,R,7,R,14,R,206,R,62,R,144,R,82,R,30,R,52,R,1,R,1,R,0,R,642,R,218,R,424,R,36,R,11,R,25,R,16,R,8,R,8,R,21,R,9,R,12,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1031.0
101514,R,2462,R,1103,R,1359,R,38,R,20,R,18,R,55,R,28,R,27,R,286,R,79,R,207,R,220,R,96,R,124,R,2,R,1,R,1,R,1678,R,794,R,884,R,145,R,61,R,84,R,27,R,18,R,9,R,11,R,6,R,5,R,1.0,A,,R,1.0,A,,A,,A,,R,1,A,,R,1.0,R,2461.0
101569,R,486,R,207,R,279,R,1,R,1,R,0,R,3,R,0,R,3,R,355,R,132,R,223,R,31,R,23,R,8,R,0,R,0,R,0,R,70,R,41,R,29,R,16,R,7,R,9,R,9,R,2,R,7,R,1,R,1,R,0,R,0.0,R,0.0,R,0.0,A,,A,,A,,R,0,R,0.0,R,0.0,R,486.0
101587,R,1706,R,369,R,1337,R,9,R,1,R,8,R,2,R,1,R,1,R,399,R,88,R,311,R,49,R,14,R,35,R,0,R,0,R,0,R,1023,R,222,R,801,R,39,R,6,R,33,R,169,R,29,R,140,R,16,R,8,R,8,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,1706.0
101602,R,505,R,233,R,272,R,2,R,2,Z,0,R,5,R,3,R,2,R,82,R,26,R,56,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,370,R,176,R,194,R,44,R,26,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,505.0
101648,R,77,R,48,R,29,R,2,R,0,R,2,R,0,R,0,R,0,R,15,R,9,R,6,R,4,R,2,R,2,R,0,R,0,R,0,R,51,R,36,R,15,R,3,R,1,R,2,R,2,R,0,R,2,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,77.0
101675,R,152,R,56,R,96,R,0,R,0,R,0,R,0,R,0,R,0,R,144,R,54,R,90,R,6,R,1,R,5,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,152.0
101693,R,290,R,100,R,190,R,7,R,3,R,4,R,4,R,2,R,2,R,47,R,11,R,36,R,3,R,1,R,2,R,0,R,0,R,0,R,160,R,49,R,111,R,8,R,2,R,6,R,44,R,20,R,24,R,17,R,12,R,5,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0,R,0.0,R,0.0,R,290.0
101709,R,577,R,175,R,402,R,2,R,1,R,1,R,2,R,0,R,2,R,86,R,25,R,61,R,36,R,9,R,27,R,0,R,0,R,0,R,405,R,117,R,288,R,16,R,9,R,7,R,14,R,4,R,10,R,16,R,10,R,6,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,577.0
101736,R,774,R,401,R,373,R,5,R,2,R,3,R,6,R,1,R,5,R,73,R,30,R,43,R,71,R,39,R,32,R,0,R,0,R,0,R,586,R,307,R,279,R,26,R,16,R,10,R,5,R,4,R,1,R,2,R,2,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,774.0
101879,R,2189,R,670,R,1519,R,11,R,2,R,9,R,83,R,33,R,50,R,267,R,69,R,198,R,70,R,29,R,41,R,1,Z,0,R,1,R,1539,R,451,R,1088,R,68,R,22,R,46,R,19,R,6,R,13,R,131,R,58,R,73,R,0.0,A,,R,0.0,R,2.0,A,,R,2.0,R,2,A,,R,2.0,R,2187.0
101897,R,922,R,325,R,597,R,23,R,8,R,15,R,5,R,3,R,2,R,18,R,7,R,11,R,142,R,52,R,90,R,0,R,0,R,0,R,693,R,241,R,452,R,36,R,13,R,23,R,2,R,1,R,1,R,3,R,0,R,3,R,0.0,R,0.0,R,0.0,A,,A,,A,,R,0,R,0.0,R,0.0,R,922.0
101912,R,196,R,69,R,127,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,169,R,57,R,112,R,8,R,3,R,5,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,2,R,2,Z,0,R,14,R,7,R,7,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,196.0
101994,R,170,R,51,R,119,R,3,R,1,R,2,R,2,R,1,R,1,R,115,R,25,R,90,R,0,R,0,R,0,R,0,R,0,R,0,R,44,R,24,R,20,R,5,R,0,R,5,R,0,R,0,R,0,R,1,R,0,R,1,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,170.0
102030,R,644,R,311,R,333,R,8,R,7,R,1,R,10,R,6,R,4,R,387,R,163,R,224,R,12,R,7,R,5,R,1,R,0,R,1,R,198,R,119,R,79,R,18,R,8,R,10,R,4,R,1,R,3,R,6,R,0,R,6,R,2.0,A,,R,2.0,A,,A,,A,,R,2,A,,R,2.0,R,642.0
102049,R,1613,R,486,R,1127,R,4,R,2,R,2,R,36,R,8,R,28,R,160,R,45,R,115,R,70,R,17,R,53,R,0,R,0,R,0,R,1263,R,394,R,869,R,27,R,4,R,23,R,42,R,12,R,30,R,11,R,4,R,7,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,1613.0
102058,R,11,R,4,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,4,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,11.0
102067,R,723,R,295,R,428,R,1,R,1,R,0,R,5,R,0,R,5,R,230,R,58,R,172,R,36,R,16,R,20,R,0,R,0,R,0,R,425,R,208,R,217,R,21,R,11,R,10,R,2,R,0,R,2,R,3,R,1,R,2,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,723.0
102076,R,598,R,231,R,367,R,4,R,2,R,2,R,4,R,3,R,1,R,34,R,13,R,21,R,103,R,34,R,69,R,0,R,0,R,0,R,433,R,171,R,262,R,15,R,7,R,8,R,1,R,1,R,0,R,4,R,0,R,4,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,598.0
102094,R,3532,R,959,R,2573,R,18,R,5,R,13,R,135,R,42,R,93,R,648,R,140,R,508,R,145,R,36,R,109,R,5,R,1,R,4,R,2285,R,644,R,1641,R,129,R,28,R,101,R,78,R,17,R,61,R,89,R,46,R,43,R,5.0,A,,R,5.0,R,4.0,A,,R,4.0,R,9,A,,R,9.0,R,3523.0
102234,R,250,R,120,R,130,R,2,R,1,R,1,R,6,R,2,R,4,R,35,R,15,R,20,R,23,R,11,R,12,R,1,R,1,R,0,R,162,R,79,R,83,R,3,R,0,R,3,R,7,R,3,R,4,R,11,R,8,R,3,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,250.0
102270,R,121,R,44,R,77,R,0,R,0,R,0,R,0,R,0,R,0,R,101,R,37,R,64,R,0,R,0,R,0,R,0,R,0,R,0,R,13,R,3,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,4,R,3,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,121.0
102298,R,164,R,63,R,101,R,0,R,0,R,0,R,0,R,0,R,0,R,140,R,48,R,92,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,24,R,15,R,9,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,164.0
102313,R,351,R,179,R,172,R,3,R,2,R,1,R,6,R,2,R,4,R,217,R,97,R,120,R,22,R,13,R,9,R,1,R,1,Z,0,R,95,R,61,R,34,R,7,R,3,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,351.0
102368,R,3269,R,1152,R,2117,R,7,R,3,R,4,R,37,R,15,R,22,R,935,R,241,R,694,R,157,R,67,R,90,R,4,R,2,R,2,R,1851,R,703,R,1148,R,122,R,33,R,89,R,69,R,39,R,30,R,87,R,49,R,38,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,3269.0
102377,R,471,R,122,R,349,R,2,R,2,Z,0,R,7,R,1,R,6,R,412,R,107,R,305,R,8,R,2,R,6,R,1,Z,0,R,1,R,19,R,5,R,14,R,3,Z,0,R,3,R,19,R,5,R,14,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0,A,,R,0.0,R,471.0
102395,R,52,R,37,R,15,R,0,R,0,R,0,R,1,R,1,R,0,R,6,R,3,R,3,R,8,R,6,R,2,R,0,R,0,R,0,R,33,R,26,R,7,R,0,R,0,R,0,R,4,R,1,R,3,R,0,R,0,R,0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,2,R,0.0,R,2.0,R,50.0
102429,R,1068,R,453,R,615,R,1,Z,0,R,1,R,5,R,3,R,2,R,254,R,106,R,148,R,31,R,17,R,14,R,1,Z,0,R,1,R,752,R,319,R,433,R,19,R,7,R,12,R,4,R,1,R,3,R,1,Z,0,R,1,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1068.0
102553,R,1624,R,626,R,998,R,68,R,29,R,39,R,169,R,58,R,111,R,44,R,21,R,23,R,168,R,62,R,106,R,6,R,3,R,3,R,882,R,333,R,549,R,169,R,61,R,108,R,84,R,41,R,43,R,34,R,18,R,16,R,6.0,A,,R,6.0,R,0.0,A,,R,0.0,R,6,A,,R,6.0,R,1618.0
102580,R,10,R,6,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,5,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,10.0
102614,R,1060,R,452,R,608,R,124,R,25,R,99,R,36,R,15,R,21,R,32,R,16,R,16,R,93,R,38,R,55,R,6,R,3,R,3,R,577,R,266,R,311,R,106,R,39,R,67,R,48,R,25,R,23,R,38,R,25,R,13,R,4.0,A,,R,4.0,R,0.0,A,,R,0.0,R,4,A,,R,4.0,R,1056.0
102632,R,404,R,146,R,258,R,33,R,5,R,28,R,23,R,7,R,16,R,8,R,3,R,5,R,26,R,9,R,17,R,1,R,0,R,1,R,248,R,97,R,151,R,44,R,13,R,31,R,18,R,10,R,8,R,3,R,2,R,1,R,4.0,A,,R,4.0,R,0.0,A,,R,0.0,R,4,A,,R,4.0,R,400.0
102669,R,158,R,33,R,125,R,41,R,6,R,35,R,13,R,5,R,8,R,5,R,3,R,2,R,10,R,2,R,8,R,4,R,1,R,3,R,48,R,5,R,43,R,16,R,4,R,12,R,20,R,7,R,13,R,1,R,0,R,1,R,8.0,S,,S,,R,2.0,S,,S,,R,10,S,,S,,S,
102711,R,138,R,108,R,30,R,37,R,23,R,14,R,1,R,1,R,0,R,3,R,3,R,0,R,8,R,7,R,1,R,1,R,1,R,0,R,68,R,59,R,9,R,14,R,10,R,4,R,6,R,4,R,2,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,138.0
102845,R,1258,R,388,R,870,R,100,R,13,R,87,R,42,R,15,R,27,R,82,R,30,R,52,R,296,R,101,R,195,R,24,R,8,R,16,R,549,R,167,R,382,R,119,R,29,R,90,R,34,R,18,R,16,R,12,R,7,R,5,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1258.0
103501,R,138,R,15,R,123,R,29,R,5,R,24,R,21,R,3,R,18,R,12,R,2,R,10,R,12,R,1,R,11,R,7,R,0,R,7,R,44,R,3,R,41,R,11,R,1,R,10,R,2,R,0,R,2,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,138.0
103741,R,161,R,6,R,155,R,2,R,0,R,2,R,3,R,0,R,3,R,6,R,1,R,5,R,84,R,3,R,81,R,0,R,0,R,0,R,45,R,2,R,43,R,20,R,0,R,20,R,1,R,0,R,1,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,161.0
103893,R,653,R,179,R,474,R,26,R,2,R,24,R,18,R,3,R,15,R,45,R,15,R,30,R,398,R,107,R,291,R,2,R,0,R,2,R,92,R,24,R,68,R,4,R,3,R,1,R,64,R,23,R,41,R,4,R,2,R,2,R,50.0,R,0.0,R,50.0,A,,A,,A,,R,50,R,0.0,R,50.0,R,603.0
103909,R,381,R,81,R,300,R,29,R,6,R,23,R,9,R,3,R,6,R,29,R,9,R,20,R,170,R,40,R,130,R,2,R,0,R,2,R,97,R,13,R,84,R,3,R,0,R,3,R,41,R,10,R,31,R,1,R,0,R,1,R,32.0,R,0.0,R,32.0,A,,A,,A,,R,32,R,0.0,R,32.0,R,349.0
103927,R,297,R,85,R,212,R,9,R,3,R,6,R,5,R,1,R,4,R,25,R,10,R,15,R,204,R,64,R,140,R,2,R,0,R,2,R,40,R,4,R,36,R,4,R,1,R,3,R,8,R,2,R,6,R,0,R,0,R,0,R,43.0,S,,S,,A,,A,,A,,R,43,S,,S,,S,
103954,R,32,R,1,R,31,R,0,R,0,R,0,R,1,R,0,R,1,R,3,R,0,R,3,R,14,R,0,R,14,R,0,R,0,R,0,R,10,R,0,R,10,R,4,R,1,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0.0,R,0.0,R,0.0,A,,A,,A,,R,0,R,0.0,R,0.0,R,32.0
103963,R,334,R,282,R,52,R,25,R,14,R,11,R,1,R,1,R,0,R,37,R,31,R,6,R,166,R,146,R,20,R,2,R,2,Z,0,R,88,R,76,R,12,R,15,R,12,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,334.0
104090,R,381,R,34,R,347,R,35,R,2,R,33,R,10,R,1,R,9,R,37,R,4,R,33,R,129,R,11,R,118,R,2,R,1,R,1,R,84,R,9,R,75,R,3,R,1,R,2,R,80,R,5,R,75,R,1,R,0,R,1,R,18.0,A,,R,18.0,R,0.0,A,,R,0.0,R,18,A,,R,18.0,R,363.0
104151,R,20178,R,10410,R,9768,R,167,R,58,R,109,R,1466,R,765,R,701,R,697,R,291,R,406,R,4080,R,1686,R,2394,R,27,R,13,R,14,R,8212,R,4019,R,4193,R,804,R,376,R,428,R,389,R,197,R,192,R,4336,R,3005,R,1331,R,4.0,S,,S,,R,2.0,S,,S,,R,6,S,,S,,S,
104160,R,1448,R,677,R,771,R,23,R,13,R,10,R,12,R,6,R,6,R,45,R,31,R,14,R,989,R,417,R,572,R,0,R,0,R,0,R,242,R,136,R,106,R,15,R,7,R,8,R,122,R,67,R,55,R,0,R,0,R,0,R,2.0,A,,R,2.0,A,,A,,A,,R,2,A,,R,2.0,R,1446.0
104179,R,10899,R,4674,R,6225,R,131,R,38,R,93,R,657,R,271,R,386,R,356,R,167,R,189,R,2666,R,985,R,1681,R,17,R,5,R,12,R,5334,R,2298,R,3036,R,507,R,190,R,317,R,293,R,139,R,154,R,938,R,581,R,357,R,10.0,A,,R,10.0,R,4.0,A,,R,4.0,R,14,A,,R,14.0,R,10885.0
104346,R,901,R,433,R,468,R,23,R,7,R,16,R,16,R,3,R,13,R,58,R,30,R,28,R,356,R,168,R,188,R,4,R,2,R,2,R,351,R,175,R,176,R,22,R,10,R,12,R,46,R,26,R,20,R,25,R,12,R,13,R,0.0,R,0.0,R,0.0,A,,A,,A,,R,0,R,0.0,R,0.0,R,901.0
104391,R,54,R,1,R,53,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,9,Z,0,R,9,R,3,Z,0,R,3,R,25,R,1,R,24,Z,0,Z,0,Z,0,R,15,Z,0,R,15,Z,0,Z,0,Z,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,54.0
104425,R,1692,R,1001,R,691,R,12,R,8,R,4,R,57,R,38,R,19,R,119,R,80,R,39,R,610,R,302,R,308,R,3,R,3,R,0,R,777,R,501,R,276,R,74,R,46,R,28,R,21,R,16,R,5,R,19,R,7,R,12,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,1692.0
104443,R,41,R,3,R,38,R,4,R,1,R,3,R,1,R,0,R,1,R,7,R,1,R,6,R,8,R,0,R,8,R,0,R,0,R,0,R,3,R,0,R,3,R,3,R,0,R,3,R,15,R,1,R,14,R,0,R,0,R,0,R,0.0,A,,R,0.0,A,,A,,A,,R,0,A,,R,0.0,R,41.0
104568,R,300,R,6,R,294,R,6,R,1,R,5,R,8,R,0,R,8,R,34,R,1,R,33,R,107,R,3,R,104,R,0,R,0,R,0,R,119,R,1,R,118,R,13,R,0,R,13,R,13,R,0,R,13,R,0,R,0,R,0,R,0.0,S,,S,,A,,A,,A,,R,0,S,,S,,S,
