UNITID,FIRST_YEAR_RET_RATE,GRAD_RATE_WITHIN_150,COMP_TRAN_RATE,OUTCOME_EFFICIENCY_INDEX,FALL_ENROLLMENT_TOTAL,cluster,similarity
190585,0.5239005736137667,0.16,0.3363572923935799,0.496181832,5478,Far Cluster,-0.507676945173764
213659,0.5442092154420921,0.23,0.2385406922357343,0.729810713,4460,Far Cluster,-0.533911002279896
149365,0.5269461077844312,0.28,0.2005870841487279,0.809181501,3818,Far Cluster,-0.5564319159699936
195322,0.4789207419898819,0.32,0.241263440860215,0.682089492,3490,Far Cluster,-0.6435480748181424
118347,0.5963938973647711,0.39,0.1960493827160493,0.320570359,4838,Far Cluster,-0.6665291924021233
199908,0.6544715447154471,0.49,0.3697916666666667,1.941494197,1813,Farthest Cluster,0.09232554681014005
443650,,0.6,0.5197889182058048,,4462,Farthest Cluster,-0.021234355905686453
198039,0.5657894736842105,0.5,0.5071428571428571,1.666121158,2723,Farthest Cluster,-0.11728412576058644
219480,0.6268656716417911,0.54,0.4683760683760684,1.789280464,1164,Farthest Cluster,-0.11999340964286831
487977,,0.6,0.6593272171253822,,2812,Farthest Cluster,-0.14017622056922435
193380,,,0.8939393939393939,,121,Farthest Cluster,-0.18783994474873236
106546,,,0.8269662921348314,,583,Farthest Cluster,-0.19731223611120627
486372,0.2916666666666667,0.67,0.5555555555555556,,127,Farthest Cluster,-0.19799821126413045
214944,0.3626760563380282,0.84,,,771,Farthest Cluster,-0.1979987410754277
461324,,,0.801354402,,805,Farthest Cluster,-0.19956913623968273
421708,0.6216216216216216,0.89,,,1202,Farthest Cluster,-0.20307898908660227
195289,,0.5,0.8279569892473119,,129,Farthest Cluster,-0.2185241355131003
490832,0.369047619047619,0.46,0.5862068965517241,,785,Farthest Cluster,-0.2253713591618989
216551,,0.96,0.3373493975903614,,97,Farthest Cluster,-0.23248381777817406
195702,,,0.79,,153,Farthest Cluster,-0.23554565771852115
406024,0.4705882352941176,0.63,0.5947867298578199,,1465,Farthest Cluster,-0.23911827006664316
454865,,0.76,0.5320665083135392,,1315,Farthest Cluster,-0.24089437535969016
133845,0.52,0.47,0.7493857493857494,,225,Farthest Cluster,-0.256712268569297
456579,,0.83,0.5303468208092486,,285,Farthest Cluster,-0.2574668107597788
446118,,0.71,0.6190476190476191,,620,Farthest Cluster,-0.26502558559942613
458405,,0.78,0.5694945848375451,,336,Farthest Cluster,-0.2666492372769632
490975,0.4,0.48,0.5882352941176471,,365,Farthest Cluster,-0.2685639939746186
220464,0.6111111111111112,0.38,0.7162162162162162,,166,Farthest Cluster,-0.269455234399549
441025,,0.87,0.3818181818181818,,9,Farthest Cluster,-0.2702254372354075
377458,,0.73,0.6313559322033898,,163,Farthest Cluster,-0.2714272141642708
446109,,0.47,0.717741935,,381,Farthest Cluster,-0.27459509521261194
233082,,,0.7246376811594203,,151,Farthest Cluster,-0.27646548265231685
222105,0.5089820359281437,0.5,0.6944444444444444,,468,Farthest Cluster,-0.2780484524802645
456205,,0.79,0.4991596638655462,,409,Farthest Cluster,-0.2787816307294991
203739,,0.75,0.5909090909090909,,22,Farthest Cluster,-0.2854013297596681
460817,,0.75,0.565438374,,195,Farthest Cluster,-0.28807160465791815
192961,,,0.7049180327868853,,123,Farthest Cluster,-0.291828882186203
213534,,0.76,0.4839067702552719,,556,Farthest Cluster,-0.29276030056804986
442879,,0.67,0.1375739644970414,,534,Farthest Cluster,-0.2956299002671129
166407,,,0.6962025316455697,,174,Farthest Cluster,-0.2962826461206258
456454,,0.6,0.6557971014492754,,383,Farthest Cluster,-0.29700218654190597
190071,,,0.6981132075471698,,117,Farthest Cluster,-0.2971830791032506
460835,,0.78,0.2221485411140583,,3,Farthest Cluster,-0.2986896037277862
444866,0.6,0.67,0.6013513513513513,,267,Farthest Cluster,-0.2994604840017136
373085,,0.65,0.6309523809523809,,42,Farthest Cluster,-0.30865920126024304
242149,0.4538461538461538,0.67,0.3195266272189349,,373,Farthest Cluster,-0.31908711219641966
200590,,0.63,0.6172839506172839,,179,Farthest Cluster,-0.32000767861489676
486257,0.4375,0.44,0.5510204081632653,,414,Farthest Cluster,-0.3216234994888663
205391,,0.69,0.5490196078431373,,214,Farthest Cluster,-0.3262218970627767
377449,,0.75,,,203,Farthest Cluster,-0.32717642397946156
476683,0.5666666666666667,0.52,0.6368159203980099,,516,Farthest Cluster,-0.32901219272515914
455479,0.4565217391304347,0.54,0.5190476190476191,,760,Farthest Cluster,-0.33387703036700805
493619,,0.71,0.5087719298245614,,15,Farthest Cluster,-0.3380216131715346
183488,,0.43,0.6,,1171,Farthest Cluster,-0.3494665322239852
475714,0.625,0.53,0.5758039816232772,,412,Farthest Cluster,-0.351921016954079
212869,0.4748603351955307,0.44,0.5402124430955993,,908,Farthest Cluster,-0.3561916087391954
495280,,0.6,0.5833333333333334,,38,Farthest Cluster,-0.3619730092004732
366261,,0.55,0.5757575757575758,,254,Farthest Cluster,-0.3849173758132447
450067,,0.5,0.5824561403508772,,500,Farthest Cluster,-0.3895146777125949
460677,0.5072463768115942,0.61,0.3278388278388278,,424,Farthest Cluster,-0.3971299497538612
140003,0.6111111111111112,0.58,0.5047801147227533,,156,Farthest Cluster,-0.3997199144991962
487302,,0.47,0.5703324808184144,,583,Farthest Cluster,-0.4076210006314878
452948,0.6176470588235294,0.57,0.4586894586894587,,645,Farthest Cluster,-0.40878725604088684
412173,,0.42,0.5657657657657658,,558,Farthest Cluster,-0.4143513936483717
107318,0.5490196078431373,0.58,0.320754716981132,1.528338351,1022,Farthest Cluster,-0.4145886663103506
148292,0.4632352941176471,0.6,0.4437400950871632,1.297512846,2388,Farthest Cluster,-0.41751183666369523
213589,,0.58,0.5107296137339056,,345,Farthest Cluster,-0.4179254948546176
243841,0.4739583333333333,0.51,0.413447783,,439,Farthest Cluster,-0.419787931441973
242130,0.5740740740740741,0.6,0.3176470588235294,,339,Farthest Cluster,-0.4232839126365876
430935,0.5109489051094891,0.47,0.5199409158050221,,556,Farthest Cluster,-0.43453133869894867
439792,,0.35,0.5192307692307693,,399,Farthest Cluster,-0.44105965687082416
460826,,0.59,0.4076086956521739,,506,Farthest Cluster,-0.4501754180898522
452124,,0.43,0.5201612903225806,,393,Farthest Cluster,-0.47129116612239874
494986,,,0.5,,27,Farthest Cluster,-0.4801122095536654
386153,0.5632183908045977,0.54,0.4413793103448276,,449,Farthest Cluster,-0.4914023883158479
192688,,0.48,0.4933110367892976,,497,Farthest Cluster,-0.49382583783696166
235671,,0.43,0.5108571428571429,1.276100494,4083,Farthest Cluster,-0.49980539765409426
382957,,0.5,0.4375,,502,Farthest Cluster,-0.5243198336184173
205179,,0.44,0.4310051107325383,,547,Farthest Cluster,-0.5500895181298198
142179,0.5316455696202531,0.39,0.5493827160493827,1.201433715,3013,Farthest Cluster,-0.5818931453952405
155487,0.7608695652173914,0.74,0.5875576036866359,3.132545577,878,Remote Cluster 1,0.42430914231070627
239372,0.7647058823529411,0.58,0.6150234741784038,2.046764246,4171,Remote Cluster 1,0.2521415858373254
219426,0.7250889679715302,0.59,0.6330935251798561,2.073821389,2659,Remote Cluster 1,0.19845187492599392
242556,0.7832167832167832,0.51,0.4634974533106961,2.1687096,216,Remote Cluster 1,0.076948422500288
447759,1.0,0.47,0.8031496062992126,,516,Remote Cluster 1,-0.09051197122149356
484002,0.7619047619047619,0.68,0.7121212121212122,,2280,Remote Cluster 1,-0.0921869319927247
183600,0.9230769230769232,1.0,0.8611111111111112,,30,Remote Cluster 1,-0.10269491837770724
414461,0.7875536480686696,0.72,0.564404062,,2302,Remote Cluster 1,-0.10309819545072714
450960,0.810126582,0.71,0.9655172413793104,,447,Remote Cluster 1,-0.1092379243564728
123679,0.8734939759036144,0.84,0.8740157480314961,,214,Remote Cluster 1,-0.11159189835128906
118198,0.7051792828685259,0.77,0.688026981,,2000,Remote Cluster 1,-0.11826438638299856
378105,0.8301886792452831,0.67,0.8301158301158301,,631,Remote Cluster 1,-0.12058338567194854
441858,0.8356164383561644,0.66,0.8299595141700404,,177,Remote Cluster 1,-0.13441388152570044
139995,0.7153284671532847,0.75,0.925,,338,Remote Cluster 1,-0.13556745183681002
215390,0.8275862068965517,0.89,0.5594059405940595,,374,Remote Cluster 1,-0.15025774538323988
440262,0.8484848484848485,0.64,0.6051401869158879,,487,Remote Cluster 1,-0.15439684549009836
216083,0.810126582,0.73,0.6353383458646616,,260,Remote Cluster 1,-0.1676778609246905
224271,0.6836158192090396,0.33,0.8333333333333334,,454,Remote Cluster 1,-0.17042717678471136
437769,0.7741935483870968,0.63,0.7564102564102564,,79,Remote Cluster 1,-0.17371812806999798
124937,0.6940298507462687,0.78,0.7834394904458599,,158,Remote Cluster 1,-0.1761321843413489
213181,0.7391304347826086,0.64,0.7124183006535948,,335,Remote Cluster 1,-0.18922985719580954
441742,0.7392996108949417,0.55,0.7451274362818591,,268,Remote Cluster 1,-0.18923640423464932
486424,0.7941176470588235,0.83,0.4285714285714285,,136,Remote Cluster 1,-0.19034735356539345
436599,0.6909090909090909,1.0,0.4130434782608695,,185,Remote Cluster 1,-0.19244629303651245
443261,0.7222222222222222,0.67,0.7285714285714285,,226,Remote Cluster 1,-0.19318596399894677
203720,0.7647058823529411,0.73,0.6094420600858369,,224,Remote Cluster 1,-0.1940357024265575
163028,0.6846153846153846,0.68,0.6265270506108203,,1258,Remote Cluster 1,-0.19440374891390416
185721,0.7192982456140351,0.57,0.6543535620052771,,618,Remote Cluster 1,-0.21334307088462137
213233,0.7433628318584071,0.55,0.5802919708029197,,678,Remote Cluster 1,-0.21858407657168216
179511,0.7777777777777778,0.53,,,153,Remote Cluster 1,-0.24583139775466367
447777,0.7349397590361446,0.56,0.4945770065075922,,649,Remote Cluster 1,-0.24802127157480622
485519,0.7142857142857143,0.67,0.4987531172069825,,403,Remote Cluster 1,-0.2536035900823657
383084,0.8834080717488789,0.77,,1.147045396,491,Remote Cluster 1,-0.26620575671461255
216296,0.748898678,0.71,0.6481149012567325,1.179678642,1470,Remote Cluster 1,-0.28648691499261747
196389,0.1613508442776735,0.57,0.911504425,,1233,Remote Cluster 2,-0.08710297183823343
487092,,0.94,0.9481037924151696,,967,Remote Cluster 2,-0.11133442891803055
491817,,0.94,0.984375,,182,Remote Cluster 2,-0.1300919714264625
183248,,1.0,0.9438202247191012,,95,Remote Cluster 2,-0.13423723339572646
418889,,1.0,0.9420289855072465,,61,Remote Cluster 2,-0.13555039346644415
195191,,1.0,0.872483221,,313,Remote Cluster 2,-0.13951397586705602
233408,,1.0,0.8613861386138614,,350,Remote Cluster 2,-0.14023428421041662
446598,,0.8,1.0,,26,Remote Cluster 2,-0.1431326938788358
483814,,0.66,0.8899521531100478,,730,Remote Cluster 2,-0.15763374113968157
491446,,0.79,0.913793103448276,,124,Remote Cluster 2,-0.16116519715811248
444565,,1.0,0.7474226804123711,,316,Remote Cluster 2,-0.1615758473409139
213473,,0.85,0.8535031847133758,,93,Remote Cluster 2,-0.17017987635919932
460756,0.6018518518518519,0.84,0.8168604651162791,,194,Remote Cluster 2,-0.17448884694820235
188942,,0.77,0.8434782608695652,,254,Remote Cluster 2,-0.17845897857697834
190451,,1.0,0.6774193548387096,,173,Remote Cluster 2,-0.17909801652274468
417327,0.5294117647058824,1.0,0.6297709923664122,,362,Remote Cluster 2,-0.1805578886204026
190956,,1.0,0.6707317073170732,,162,Remote Cluster 2,-0.18066505721769777
431141,,0.73,0.7027833001988072,,1377,Remote Cluster 2,-0.18407358622529832
461953,,0.5,0.9032258064516128,,23,Remote Cluster 2,-0.18985966230699886
428170,,0.88,0.6847237269772481,,564,Remote Cluster 2,-0.18988254829917575
120661,,0.76,0.7881873727087576,,147,Remote Cluster 2,-0.20198642239015702
487861,,0.91,0.5161290322580645,,192,Remote Cluster 2,-0.2322078899280568
455983,,0.8,0.6296296296296297,,151,Remote Cluster 2,-0.24636210175055642
483045,0.5084516565246788,0.47,0.4563758389261745,5.2106152,11527,Remote Cluster 3,0.9907287452162371
226204,0.5806878306878307,0.53,0.5494537939179215,4.425373805,8323,Remote Cluster 3,0.9812675911189398
156648,0.6519507186858317,0.59,0.377008653,5.403593539,6420,Remote Cluster 3,0.9399908647429553
156338,0.6666666666666666,0.58,0.4469273743016759,5.716566086,5825,Remote Cluster 3,0.9308251029899093
246813,0.6071987480438185,0.51,0.4067439409905163,4.681350702,4459,Remote Cluster 3,0.9231792018605925
157483,0.6689944134078212,0.5,0.5326842837273992,4.626338066,5274,Remote Cluster 3,0.9180656020393929
157438,0.6788856304985337,0.59,0.4327433628318584,5.690202464,5320,Remote Cluster 3,0.9162612625557708
156231,0.6301703163017032,0.51,0.5019059720457433,4.443444815,2552,Remote Cluster 3,0.8453836689257865
158088,0.6410256410256411,0.7,0.6517213771016813,5.160168522,1345,Remote Cluster 3,0.7728757672314366
242042,0.8071428571428572,0.34,0.9176090468497576,4.731988386,323,Remote Cluster 3,0.608914346947646
418533,0.8367346938775511,0.91,0.782608696,4.504339932,279,Remote Cluster 3,0.5367295818936503
