UNITID,FIRST_YEAR_RET_RATE,GRAD_RATE_WITHIN_150,COMP_TRAN_RATE,OUTCOME_EFFICIENCY_INDEX,FALL_ENROLLMENT_TOTAL,cluster,similarity
102030,0.4839160839160839,0.36,0.3003003003003003,1.436126672,4001,Intermediate Cluster,-0.19882806049584367
172291,0.5779816513761468,0.34,0.3112391930835735,1.549733195,3317,Intermediate Cluster,-0.20973390609909373
193201,0.2857142857142857,0.37,0.3525179856115107,,369,Intermediate Cluster,-0.21111548109323047
148007,0.5,0.21,0.2284843869002285,1.446414369,2953,Intermediate Cluster,-0.21177454090441927
167525,0.5421686746987951,0.15,0.2575679835813237,1.417525651,3022,Intermediate Cluster,-0.21249113113380497
107840,0.3787878787878788,0.13,0.1062801932367149,,287,Intermediate Cluster,-0.2143512317604273
446163,0.7107843137254902,0.13,0.4426229508196721,,424,Intermediate Cluster,-0.22748136655082354
150251,0.5,0.0,0.2037037037037037,,182,Intermediate Cluster,-0.2291777646610964
407610,,0.0,0.2727272727272727,,22,Intermediate Cluster,-0.24553068852186027
444954,0.3569482288828338,0.19,0.3850415512465374,1.340258761,1520,Intermediate Cluster,-0.2626741257688065
475060,0.6666666666666666,0.13,0.3095238095238095,,230,Intermediate Cluster,-0.26770853396838323
101462,0.4693877551020408,0.14,0.225,1.441279058,1187,Intermediate Cluster,-0.27410001402347395
419244,0.7090909090909091,0.33,0.4671532846715328,,249,Intermediate Cluster,-0.29718613033470287
101028,0.4649446494464944,0.36,0.2770012706480305,1.528981927,1705,Intermediate Cluster,-0.2993121002173
188687,0.4166666666666667,0.25,0.3671328671328671,,270,Intermediate Cluster,-0.3000861732508926
367361,,0.24,0.1111111111111111,,65,Intermediate Cluster,-0.3041748605943806
458441,,0.13,0.3079222720478325,,190,Intermediate Cluster,-0.3096242261175433
495271,0.7142857142857143,,,,154,Intermediate Cluster,-0.3155511603302637
171304,0.5457788347205708,0.28,0.2024901703800786,1.272184905,3617,Intermediate Cluster,-0.32229568264731473
123642,0.6,0.17,0.3106796116504854,,306,Intermediate Cluster,-0.32277632031717873
367112,,0.19,0.2192151556156968,,8,Intermediate Cluster,-0.3294640470719249
202435,,0.5,0.1212121212121212,,273,Intermediate Cluster,-0.34052542952796555
