UNITID,FIRST_YEAR_RET_RATE,GRAD_RATE_WITHIN_150,COMP_TRAN_RATE,OUTCOME_EFFICIENCY_INDEX,FALL_ENROLLMENT_TOTAL
189547,0.43177737881508077,0.23,0.3367041198501873,1.180829085,5327
190071,,,0.6981132075471698,,117
190451,,1,0.6774193548387096,,173
190585,0.5239005736137667,0.16,0.3363572923935799,0.496181832,5478
190840,0.5764430577223089,0.3,0.33752535496957403,0.904793062,6606
190956,,1,0.6707317073170732,,162
192022,0.5291902071563088,0.28,0.3096862210095498,1.026031811,2319
192688,,0.48,0.49331103678929766,,497
192961,,,0.7049180327868853,,123
193201,0.2857142857142857,0.37,0.35251798561151076,,369
193283,0.5849952516619183,0.38,0.38022426095820594,1.234814409,5940
193380,,,0.8939393939393939,,121
194222,0.5166666666666667,0.27,0.23237982895900913,1.17875959,8537
194240,0.583941606,0.25,0.30023866348448686,0.764924061,5704
195058,0.571917808,0.29,0.31797235023041476,1.06878677,5364
195191,,1,0.872483221,,313
195289,,0.5,0.8279569892473119,,129
195322,0.47892074198988194,0.32,0.24126344086021506,0.682089492,3490
195702,,,0.79,,153
196389,0.16135084427767354,0.57,0.911504425,,1233
197887,0.49437229437229435,0.4,0.35451336359051944,2.341483517,6510
198039,0.5657894736842105,0.5,0.5071428571428571,1.666121158,2723
198118,0.6087912087912087,0.45,0.34782608695652173,1.67720232,3914
198233,0.5894941634241245,0.35,0.35192837465564736,1.848607366,4904
198330,0.4933993399339934,0.49,0.3314972458688032,2.151590933,3659
198455,0.5242369838420108,0.45,0.25296964364276286,1.164990722,5157
198552,0.5250417362270451,0.34,0.345750452,1.842200918,9099
198570,0.4907521578298397,0.63,0.44605059370160044,2.556518893,6443
199333,0.5490360435875943,0.35,0.30943523841731485,1.558702499,7684
199494,0.5512820512820513,0.35,0.32152974504249293,1.921565674,7028
199786,0.6764705882352942,0.39,0.34097222222222223,2.887908956,4827
199892,0.6824146981627297,0.49,0.3994755244755245,2.44433438,3626
199908,0.6544715447154471,0.49,0.3697916666666667,1.941494197,1813
200590,,0.63,0.6172839506172839,,179
201672,,0.3,0.3261617900172117,1.700358944,3182
201928,0.36363636363636365,0.16,0.2732336558194078,1.757991794,9683
201973,0.8333333333333334,0.22,0.32248939179632247,2.507096008,5077
202435,,0.5,0.12121212121212122,,273
